transaction_id,account_id,customer_id,txn_timestamp,direction,amount,currency,channel,txn_type,counterparty_name,counterparty_account,counterparty_bank,counterparty_country,description,status
TXN_B0009569,ACC_000728,CUST_00495,2026-08-13 08:01:57.69658,DEBIT,7450.23,INR,BRANCH,PURCHASE,Bigbasket,CPACC97880220,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006366,ACC_000632,CUST_00431,2026-08-13 09:11:57.69658,DEBIT,27223.68,INR,IMPS,PURCHASE,Flipkart Internet Pvt Ltd,CPACC62129913,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003297,ACC_000191,CUST_00126,2026-08-13 09:33:57.69658,DEBIT,778.28,INR,NEFT,PURCHASE,Tata Consultancy Services,CPACC81160226,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001778,ACC_000531,CUST_00362,2026-08-13 09:51:57.69658,DEBIT,13900.91,INR,ATM,PURCHASE,Croma Electronics,CPACC08065911,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007348,ACC_000591,CUST_00401,2026-08-13 09:54:57.69658,DEBIT,1787.61,INR,ATM,PURCHASE,Bharat Petroleum,CPACC85356415,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007195,ACC_000567,CUST_00384,2026-08-13 10:01:57.69658,DEBIT,12244.25,INR,RTGS,PURCHASE,Indian Railways IRCTC,CPACC80536612,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002046,ACC_000224,CUST_00149,2026-08-13 10:03:57.69658,DEBIT,21000.22,INR,IMPS,PURCHASE,Reliance Retail Ltd,CPACC36006604,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009849,ACC_000670,CUST_00458,2026-08-13 10:28:57.69658,DEBIT,5780.22,INR,SWIFT,PURCHASE,Zomato Ltd,CPACC48939492,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007728,ACC_000016,CUST_00009,2026-08-13 10:29:57.69658,DEBIT,503.10,INR,UPI,PURCHASE,Tata Consultancy Services,CPACC13149607,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003456,ACC_000325,CUST_00220,2026-08-13 11:07:57.69658,CREDIT,1521.76,INR,RTGS,TRANSFER_IN,Bigbasket,CPACC81866996,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006710,ACC_000154,CUST_00103,2026-08-13 11:19:57.69658,CREDIT,29833.63,INR,IMPS,TRANSFER_IN,Indian Railways IRCTC,CPACC27763435,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000891,ACC_000211,CUST_00140,2026-08-13 11:21:57.69658,DEBIT,1722.72,INR,IMPS,PURCHASE,Tata Consultancy Services,CPACC59491186,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001536,ACC_000322,CUST_00218,2026-08-13 11:29:57.69658,DEBIT,1746.43,INR,RTGS,PURCHASE,Reliance Retail Ltd,CPACC51834334,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001998,ACC_000300,CUST_00200,2026-08-13 11:30:57.69658,CREDIT,261.76,INR,UPI,TRANSFER_IN,Zomato Ltd,CPACC58198914,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004894,ACC_000100,CUST_00064,2026-08-13 12:16:57.69658,DEBIT,8999.38,INR,UPI,PURCHASE,Zomato Ltd,CPACC98161742,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004924,ACC_000129,CUST_00087,2026-08-13 12:17:57.69658,CREDIT,1111.21,INR,RTGS,TRANSFER_IN,Croma Electronics,CPACC97307203,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003583,ACC_000218,CUST_00145,2026-08-13 12:18:57.69658,DEBIT,1491.44,INR,RTGS,PURCHASE,Reliance Retail Ltd,CPACC53416141,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009676,ACC_000621,CUST_00424,2026-08-13 12:44:57.69658,CREDIT,202.84,INR,RTGS,TRANSFER_IN,Zomato Ltd,CPACC33125454,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007873,ACC_000208,CUST_00137,2026-08-13 12:49:57.69658,CREDIT,18184.90,INR,UPI,TRANSFER_IN,Bigbasket,CPACC36474685,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004893,ACC_000624,CUST_00426,2026-08-13 13:35:57.69658,CREDIT,24090.12,INR,IMPS,TRANSFER_IN,HDFC Life Insurance,CPACC23836386,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000392,ACC_000523,CUST_00357,2026-08-13 13:49:57.69658,DEBIT,2113.12,INR,SWIFT,PURCHASE,Bharat Petroleum,CPACC65103754,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004712,ACC_000232,CUST_00156,2026-08-13 13:51:57.69658,CREDIT,567.92,INR,UPI,TRANSFER_IN,HDFC Life Insurance,CPACC70947110,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007775,ACC_000659,CUST_00451,2026-08-13 14:19:57.69658,DEBIT,12213.20,INR,IMPS,PURCHASE,Tata Consultancy Services,CPACC86415491,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000683,ACC_000331,CUST_00224,2026-08-13 14:31:57.69658,CREDIT,4717.15,INR,UPI,TRANSFER_IN,Zomato Ltd,CPACC49626234,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009652,ACC_000065,CUST_00041,2026-08-13 14:48:57.69658,DEBIT,722.34,INR,SWIFT,PURCHASE,Reliance Retail Ltd,CPACC09781217,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003451,ACC_000586,CUST_00398,2026-08-13 14:55:57.69658,CREDIT,1697.26,INR,ATM,TRANSFER_IN,Bharat Petroleum,CPACC79917879,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009375,ACC_000595,CUST_00404,2026-08-13 14:57:57.69658,CREDIT,948.81,INR,IMPS,TRANSFER_IN,Bigbasket,CPACC56353891,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003971,ACC_000467,CUST_00321,2026-08-13 15:06:57.69658,DEBIT,1963.57,INR,BRANCH,PURCHASE,HDFC Life Insurance,CPACC43091438,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008786,ACC_000487,CUST_00334,2026-08-13 15:28:57.69658,CREDIT,3820.71,INR,IMPS,TRANSFER_IN,Tata Consultancy Services,CPACC48390389,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001975,ACC_000659,CUST_00451,2026-08-13 15:49:57.69658,DEBIT,6759.68,INR,ATM,PURCHASE,Croma Electronics,CPACC43594516,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003642,ACC_000236,CUST_00158,2026-08-13 16:08:57.69658,CREDIT,7861.97,INR,RTGS,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC88716783,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004018,ACC_000675,CUST_00461,2026-08-13 16:13:57.69658,DEBIT,1597.23,INR,UPI,PURCHASE,Croma Electronics,CPACC31428664,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008812,ACC_000685,CUST_00468,2026-08-13 16:25:57.69658,CREDIT,8439.31,INR,IMPS,TRANSFER_IN,HDFC Life Insurance,CPACC05990382,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005897,ACC_000213,CUST_00141,2026-08-13 16:33:57.69658,DEBIT,21891.29,INR,SWIFT,PURCHASE,HDFC Life Insurance,CPACC42702586,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004328,ACC_000122,CUST_00081,2026-08-13 16:35:57.69658,CREDIT,3632.13,INR,SWIFT,TRANSFER_IN,Indian Railways IRCTC,CPACC06665013,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004126,ACC_000133,CUST_00090,2026-08-13 16:54:57.69658,DEBIT,11130.02,INR,UPI,PURCHASE,HDFC Life Insurance,CPACC17193861,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008839,ACC_000353,CUST_00238,2026-08-13 17:03:57.69658,CREDIT,168.86,INR,IMPS,TRANSFER_IN,Apollo Hospitals,CPACC04453454,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008136,ACC_000633,CUST_00432,2026-08-13 17:04:57.69658,CREDIT,20299.09,INR,UPI,TRANSFER_IN,Croma Electronics,CPACC32711525,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006581,ACC_000581,CUST_00394,2026-08-13 17:54:57.69658,DEBIT,4221.96,INR,RTGS,PURCHASE,Reliance Retail Ltd,CPACC71348731,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009559,ACC_000175,CUST_00114,2026-08-13 18:23:57.69658,CREDIT,6863.24,INR,UPI,TRANSFER_IN,Croma Electronics,CPACC13880317,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008527,ACC_000344,CUST_00232,2026-08-13 18:29:57.69658,DEBIT,788.42,INR,IMPS,PURCHASE,Indian Railways IRCTC,CPACC82282328,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000120,ACC_000729,CUST_00495,2026-08-13 18:50:57.69658,CREDIT,6207.99,INR,SWIFT,TRANSFER_IN,HDFC Life Insurance,CPACC50439531,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009850,ACC_000295,CUST_00198,2026-08-13 18:53:57.69658,CREDIT,165.95,INR,BRANCH,TRANSFER_IN,Reliance Retail Ltd,CPACC50171714,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006949,ACC_000055,CUST_00034,2026-08-13 19:02:57.69658,CREDIT,161.96,INR,BRANCH,TRANSFER_IN,Tata Consultancy Services,CPACC78857229,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006782,ACC_000618,CUST_00422,2026-08-13 19:20:57.69658,CREDIT,1697.75,INR,RTGS,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC15966767,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002907,ACC_000555,CUST_00377,2026-08-13 19:44:57.69658,CREDIT,183.85,INR,RTGS,TRANSFER_IN,HDFC Life Insurance,CPACC79650865,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008154,ACC_000702,CUST_00479,2026-08-13 20:25:57.69658,DEBIT,10042.17,INR,IMPS,PURCHASE,Croma Electronics,CPACC83966029,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003260,ACC_000250,CUST_00168,2026-08-13 20:39:57.69658,DEBIT,1442.21,INR,IMPS,PURCHASE,Bharat Petroleum,CPACC20313303,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005968,ACC_000706,CUST_00481,2026-08-13 20:52:57.69658,DEBIT,339.98,INR,UPI,PURCHASE,Croma Electronics,CPACC13604256,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004449,ACC_000436,CUST_00301,2026-08-13 20:58:57.69658,CREDIT,209.49,INR,IMPS,TRANSFER_IN,Zomato Ltd,CPACC46281450,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001763,ACC_000242,CUST_00163,2026-08-13 21:22:57.69658,DEBIT,3046.64,INR,BRANCH,PURCHASE,Bigbasket,CPACC75144779,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007556,ACC_000401,CUST_00276,2026-08-13 21:31:57.69658,DEBIT,1158.67,INR,SWIFT,PURCHASE,Flipkart Internet Pvt Ltd,CPACC97291107,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001260,ACC_000512,CUST_00349,2026-08-13 21:32:57.69658,DEBIT,464.87,INR,BRANCH,PURCHASE,HDFC Life Insurance,CPACC48733202,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001292,ACC_000208,CUST_00137,2026-08-13 21:36:57.69658,DEBIT,1043.50,INR,UPI,PURCHASE,Croma Electronics,CPACC40469182,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004341,ACC_000471,CUST_00324,2026-08-13 21:54:57.69658,DEBIT,6138.98,INR,UPI,PURCHASE,Croma Electronics,CPACC84091601,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002163,ACC_000531,CUST_00362,2026-08-13 22:24:57.69658,CREDIT,777.69,INR,SWIFT,TRANSFER_IN,Indian Railways IRCTC,CPACC80933851,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006657,ACC_000220,CUST_00146,2026-08-13 22:34:57.69658,CREDIT,15572.00,INR,UPI,TRANSFER_IN,Apollo Hospitals,CPACC39250566,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005890,ACC_000512,CUST_00349,2026-08-13 23:09:57.69658,DEBIT,223.13,INR,RTGS,PURCHASE,Indian Railways IRCTC,CPACC26428438,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003979,ACC_000038,CUST_00023,2026-08-13 23:27:57.69658,CREDIT,385.91,INR,ATM,TRANSFER_IN,Reliance Retail Ltd,CPACC36094094,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004063,ACC_000352,CUST_00237,2026-08-13 23:31:57.69658,CREDIT,274.14,INR,BRANCH,TRANSFER_IN,Reliance Retail Ltd,CPACC05266589,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008177,ACC_000105,CUST_00069,2026-08-13 23:38:57.69658,CREDIT,2453.26,INR,RTGS,TRANSFER_IN,Bharat Petroleum,CPACC34224034,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009224,ACC_000153,CUST_00102,2026-08-14 00:09:57.69658,DEBIT,704.75,INR,IMPS,PURCHASE,Flipkart Internet Pvt Ltd,CPACC64223580,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000024,ACC_000270,CUST_00180,2026-08-14 00:39:57.69658,DEBIT,14419.99,INR,ATM,PURCHASE,Bharat Petroleum,CPACC30986442,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001881,ACC_000211,CUST_00140,2026-08-14 00:53:57.69658,DEBIT,10502.32,INR,ATM,PURCHASE,Croma Electronics,CPACC36538609,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002863,ACC_000204,CUST_00134,2026-08-14 00:55:57.69658,DEBIT,337.00,INR,IMPS,PURCHASE,Bigbasket,CPACC80541168,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004234,ACC_000202,CUST_00132,2026-08-14 01:21:57.69658,DEBIT,24230.84,INR,UPI,PURCHASE,Reliance Retail Ltd,CPACC57654058,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004682,ACC_000314,CUST_00212,2026-08-14 01:34:57.69658,CREDIT,9430.63,INR,NEFT,TRANSFER_IN,Bharat Petroleum,CPACC73965938,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000518,ACC_000633,CUST_00432,2026-08-14 01:35:57.69658,DEBIT,4317.52,INR,ATM,PURCHASE,Croma Electronics,CPACC24589664,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008261,ACC_000310,CUST_00208,2026-08-14 02:09:57.69658,CREDIT,5782.68,INR,UPI,TRANSFER_IN,Indian Railways IRCTC,CPACC87825542,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008729,ACC_000565,CUST_00382,2026-08-14 02:14:57.69658,DEBIT,29223.82,INR,IMPS,PURCHASE,Croma Electronics,CPACC48192712,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005500,ACC_000343,CUST_00232,2026-08-14 02:17:57.69658,DEBIT,456.80,INR,ATM,PURCHASE,Bigbasket,CPACC12248914,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009228,ACC_000542,CUST_00368,2026-08-14 02:35:57.69658,DEBIT,8955.79,INR,NEFT,PURCHASE,Tata Consultancy Services,CPACC03244961,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000268,ACC_000039,CUST_00023,2026-08-14 02:42:57.69658,CREDIT,861.24,INR,UPI,TRANSFER_IN,Bigbasket,CPACC50689758,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006327,ACC_000425,CUST_00294,2026-08-14 02:45:57.69658,DEBIT,693.18,INR,BRANCH,PURCHASE,Flipkart Internet Pvt Ltd,CPACC74842008,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008532,ACC_000430,CUST_00297,2026-08-14 03:11:57.69658,CREDIT,335.93,INR,SWIFT,TRANSFER_IN,HDFC Life Insurance,CPACC46877891,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001753,ACC_000118,CUST_00078,2026-08-14 03:18:57.69658,CREDIT,1908.95,INR,UPI,TRANSFER_IN,Zomato Ltd,CPACC06368385,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007229,ACC_000358,CUST_00242,2026-08-14 03:20:57.69658,DEBIT,7608.21,INR,ATM,PURCHASE,Apollo Hospitals,CPACC57245106,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002956,ACC_000487,CUST_00334,2026-08-14 04:57:57.69658,DEBIT,1177.47,INR,IMPS,PURCHASE,Apollo Hospitals,CPACC43936598,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007612,ACC_000357,CUST_00241,2026-08-14 05:02:57.69658,DEBIT,344.51,INR,IMPS,PURCHASE,Apollo Hospitals,CPACC08299706,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007222,ACC_000239,CUST_00160,2026-08-14 05:07:57.69658,DEBIT,1843.31,INR,RTGS,PURCHASE,Zomato Ltd,CPACC61224803,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009594,ACC_000101,CUST_00065,2026-08-14 05:09:57.69658,DEBIT,232.45,INR,SWIFT,PURCHASE,Tata Consultancy Services,CPACC07390157,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005051,ACC_000358,CUST_00242,2026-08-14 05:19:57.69658,CREDIT,2288.35,INR,ATM,TRANSFER_IN,Zomato Ltd,CPACC32465171,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009203,ACC_000099,CUST_00064,2026-08-14 05:27:57.69658,DEBIT,1457.61,INR,UPI,PURCHASE,Apollo Hospitals,CPACC09371131,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001075,ACC_000071,CUST_00044,2026-08-14 05:58:57.69658,DEBIT,15867.38,INR,ATM,PURCHASE,HDFC Life Insurance,CPACC94081925,HDFC Bank,IN,Routine activity,POSTED
TXN_BASE_028,ACC_000312,CUST_00210,2026-08-14 06:00:57.69658,DEBIT,15000.00,INR,UPI,PURCHASE,Bigbasket,CP55166883,International Bank,IN,Routine spend,POSTED
TXN_B0006318,ACC_000659,CUST_00451,2026-08-14 06:29:57.69658,DEBIT,1204.27,INR,RTGS,PURCHASE,Apollo Hospitals,CPACC86506779,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009198,ACC_000462,CUST_00318,2026-08-14 06:40:57.69658,DEBIT,747.19,INR,RTGS,PURCHASE,Tata Consultancy Services,CPACC74101067,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001931,ACC_000345,CUST_00233,2026-08-14 06:41:57.69658,CREDIT,6633.57,INR,RTGS,TRANSFER_IN,Indian Railways IRCTC,CPACC21820310,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003798,ACC_000720,CUST_00489,2026-08-14 06:42:57.69658,CREDIT,606.60,INR,IMPS,TRANSFER_IN,Bharat Petroleum,CPACC92235950,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009926,ACC_000263,CUST_00176,2026-08-14 08:14:57.69658,DEBIT,17454.49,INR,ATM,PURCHASE,Apollo Hospitals,CPACC17150843,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002761,ACC_000272,CUST_00181,2026-08-14 08:24:57.69658,DEBIT,3451.11,INR,UPI,PURCHASE,Indian Railways IRCTC,CPACC17176694,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006690,ACC_000421,CUST_00291,2026-08-14 08:45:57.69658,DEBIT,1486.37,INR,IMPS,PURCHASE,Bharat Petroleum,CPACC64289393,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009831,ACC_000724,CUST_00492,2026-08-14 09:19:57.69658,DEBIT,1214.89,INR,BRANCH,PURCHASE,Zomato Ltd,CPACC74245070,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001594,ACC_000026,CUST_00016,2026-08-14 09:20:57.69658,DEBIT,176.87,INR,UPI,PURCHASE,Apollo Hospitals,CPACC53580063,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001809,ACC_000431,CUST_00298,2026-08-14 09:58:57.69658,CREDIT,700.59,INR,IMPS,TRANSFER_IN,Bigbasket,CPACC71779502,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009488,ACC_000620,CUST_00423,2026-08-14 10:29:57.69658,DEBIT,4121.59,INR,BRANCH,PURCHASE,Reliance Retail Ltd,CPACC22408251,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007152,ACC_000561,CUST_00380,2026-08-14 10:30:57.69658,CREDIT,255.61,INR,BRANCH,TRANSFER_IN,Apollo Hospitals,CPACC65144942,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007266,ACC_000627,CUST_00429,2026-08-14 10:33:57.69658,DEBIT,238.20,INR,IMPS,PURCHASE,Indian Railways IRCTC,CPACC27673066,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005896,ACC_000502,CUST_00343,2026-08-14 10:50:57.69658,DEBIT,10758.07,INR,SWIFT,PURCHASE,Apollo Hospitals,CPACC40647049,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006797,ACC_000307,CUST_00205,2026-08-14 10:55:57.69658,DEBIT,2024.07,INR,RTGS,PURCHASE,Zomato Ltd,CPACC01864455,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007711,ACC_000143,CUST_00096,2026-08-14 10:57:57.69658,DEBIT,3895.73,INR,RTGS,PURCHASE,Apollo Hospitals,CPACC01054908,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000260,ACC_000450,CUST_00310,2026-08-14 11:11:57.69658,DEBIT,5258.73,INR,RTGS,PURCHASE,Indian Railways IRCTC,CPACC67447238,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007812,ACC_000733,CUST_00498,2026-08-14 11:32:57.69658,DEBIT,1355.29,INR,ATM,PURCHASE,Tata Consultancy Services,CPACC45797625,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004840,ACC_000644,CUST_00439,2026-08-14 11:32:57.69658,CREDIT,171.28,INR,ATM,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC28754399,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000072,ACC_000566,CUST_00383,2026-08-14 12:24:57.69658,CREDIT,7502.52,INR,BRANCH,TRANSFER_IN,Zomato Ltd,CPACC99964364,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000815,ACC_000321,CUST_00217,2026-08-14 13:12:57.69658,CREDIT,297.94,INR,ATM,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC10458146,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007301,ACC_000631,CUST_00431,2026-08-14 14:23:57.69658,CREDIT,939.90,INR,IMPS,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC36775787,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002854,ACC_000345,CUST_00233,2026-08-14 14:41:57.69658,DEBIT,7034.12,INR,BRANCH,PURCHASE,Croma Electronics,CPACC42269868,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003674,ACC_000039,CUST_00023,2026-08-14 14:53:57.69658,CREDIT,1878.34,INR,UPI,TRANSFER_IN,Bharat Petroleum,CPACC54989029,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009245,ACC_000668,CUST_00457,2026-08-14 15:01:57.69658,DEBIT,505.30,INR,ATM,PURCHASE,Croma Electronics,CPACC08318499,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006838,ACC_000466,CUST_00320,2026-08-14 15:12:57.69658,CREDIT,3921.42,INR,NEFT,TRANSFER_IN,Bigbasket,CPACC62449110,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008126,ACC_000077,CUST_00047,2026-08-14 15:31:57.69658,DEBIT,4614.68,INR,BRANCH,PURCHASE,Apollo Hospitals,CPACC51583687,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005939,ACC_000061,CUST_00038,2026-08-14 15:33:57.69658,CREDIT,6034.82,INR,NEFT,TRANSFER_IN,Bigbasket,CPACC58169873,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006774,ACC_000407,CUST_00282,2026-08-14 15:36:57.69658,DEBIT,14258.10,INR,UPI,PURCHASE,Reliance Retail Ltd,CPACC30252601,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007898,ACC_000678,CUST_00463,2026-08-14 15:41:57.69658,CREDIT,7517.02,INR,IMPS,TRANSFER_IN,Reliance Retail Ltd,CPACC67987053,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005635,ACC_000028,CUST_00017,2026-08-14 16:04:57.69658,CREDIT,575.62,INR,BRANCH,TRANSFER_IN,Indian Railways IRCTC,CPACC34029551,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009643,ACC_000226,CUST_00151,2026-08-14 16:35:57.69658,DEBIT,7338.20,INR,IMPS,PURCHASE,Bigbasket,CPACC83561476,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009599,ACC_000305,CUST_00203,2026-08-14 16:45:57.69658,DEBIT,915.11,INR,SWIFT,PURCHASE,Bigbasket,CPACC25516543,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007925,ACC_000641,CUST_00437,2026-08-14 17:07:57.69658,CREDIT,306.82,INR,SWIFT,TRANSFER_IN,Zomato Ltd,CPACC91899684,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005467,ACC_000235,CUST_00158,2026-08-14 17:22:57.69658,DEBIT,2506.64,INR,BRANCH,PURCHASE,Flipkart Internet Pvt Ltd,CPACC93697238,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003474,ACC_000245,CUST_00164,2026-08-14 17:44:57.69658,CREDIT,23700.17,INR,UPI,TRANSFER_IN,Zomato Ltd,CPACC08064689,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001909,ACC_000721,CUST_00490,2026-08-14 17:53:57.69658,DEBIT,11370.76,INR,RTGS,PURCHASE,HDFC Life Insurance,CPACC80278594,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007398,ACC_000064,CUST_00040,2026-08-14 17:54:57.69658,DEBIT,2917.01,INR,BRANCH,PURCHASE,Bigbasket,CPACC32676104,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003858,ACC_000249,CUST_00167,2026-08-14 17:59:57.69658,CREDIT,13370.32,INR,UPI,TRANSFER_IN,Bharat Petroleum,CPACC26333589,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004599,ACC_000397,CUST_00272,2026-08-14 18:15:57.69658,CREDIT,998.15,INR,RTGS,TRANSFER_IN,Zomato Ltd,CPACC19434231,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001517,ACC_000124,CUST_00082,2026-08-14 18:37:57.69658,CREDIT,290.99,INR,NEFT,TRANSFER_IN,Tata Consultancy Services,CPACC13457567,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004103,ACC_000646,CUST_00441,2026-08-14 18:38:57.69658,DEBIT,408.95,INR,BRANCH,PURCHASE,HDFC Life Insurance,CPACC58474016,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009329,ACC_000551,CUST_00375,2026-08-14 19:21:57.69658,CREDIT,3702.27,INR,SWIFT,TRANSFER_IN,Zomato Ltd,CPACC25440300,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005685,ACC_000409,CUST_00284,2026-08-14 19:36:57.69658,CREDIT,29426.57,INR,NEFT,TRANSFER_IN,Apollo Hospitals,CPACC12623049,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001578,ACC_000155,CUST_00103,2026-08-14 19:47:57.69658,CREDIT,808.68,INR,IMPS,TRANSFER_IN,HDFC Life Insurance,CPACC31131136,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000157,ACC_000381,CUST_00261,2026-08-14 20:06:57.69658,CREDIT,4731.69,INR,SWIFT,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC49081868,HDFC Bank,IN,Routine activity,POSTED
